name,status,institution,field,freq,impact,annual,total,hits,href
The Korean Journal of Policy Studies (The Korean Journal of Policy Studies),KCI 등재,서울대학교행정대학원,정책학,연4회,0.29,발행논문 : 연간 17건,총 논문 : 363건,행정;정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002138&sereSearBean.sereId=001564
공공기관과 정책연구 (Public Institutions and Policy Review),KCI 후보,한국조세재정연구원,정책학,연3회,0,발행논문 : 연간 15건,총 논문 : 58건,정책;공공,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000052783&sereSearBean.sereId=SER000006428
공공정책과 국정관리 (The Journal of Public Policy and Governance),KCI 등재,단국대학교 융합사회연구소,정책학,연4회,1.68,발행논문 : 연간 25건,총 논문 : 295건,정책;공공;국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000004382&sereSearBean.sereId=SER000003905
국가정책연구 (Public Policy Review),KCI 등재,중앙대학교 국가정책연구소,정책학,연4회,1.08,발행논문 : 연간 26건,총 논문 : 571건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000005021&sereSearBean.sereId=SER000014685
국방연구,KCI 등재,국방대학교 국가안전보장문제연구소,정책학,연4회,1.22,발행논문 : 연간 22건,총 논문 : 498건,정책;국방;안전,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000005754&sereSearBean.sereId=001669
권익,,국민권익위원회,정책학,연1회,0,발행논문 : 연간 0건,총 논문 : 0건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000056618&sereSearBean.sereId=SER000006621
문화정책논총 (The Journal of Cultural Policy),KCI 등재,한국문화관광연구원,정책학,연3회,1.06,발행논문 : 연간 19건,총 논문 : 354건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002362&sereSearBean.sereId=002099
융합사회와 공공정책 (The Journal of Convergence Society and Public Policy),KCI 등재,단국대학교 융합사회연구소,정책학,연4회,1.68,발행논문 : 연간 25건,총 논문 : 295건,정책;공공,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000004382&sereSearBean.sereId=SER000003905
입법과 정책 (Legislation and Policy Studies),KCI 등재,국회입법조사처,정책학,연3회,1.02,발행논문 : 연간 28건,총 논문 : 509건,정책;입법;법과 정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000011529&sereSearBean.sereId=SER000003935
정보화정책,KCI 등재,한국지능정보사회진흥원,정책학,연4회,2.63,발행논문 : 연간 23건,총 논문 : 587건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002614&sereSearBean.sereId=000552
정보화정책 (Informatization Policy),KCI 등재,한국지능정보사회진흥원,정책학,연4회,2.63,발행논문 : 연간 23건,총 논문 : 587건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002614&sereSearBean.sereId=000552
정책논총 (The Korean Journal of Policy Studies),KCI 등재,서울대학교행정대학원,정책학,연4회,0.29,발행논문 : 연간 17건,총 논문 : 363건,행정;정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002138&sereSearBean.sereId=001564
정책분석평가학회보 (Korean Journal of Policy Analysis and Evaluation),KCI 등재,한국정책분석평가학회,정책학,연4회,1.52,발행논문 : 연간 35건,총 논문 : 871건,정책;국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000831&sereSearBean.sereId=000172
한국정책과학학회보 (korean policy sciences review),KCI 등재,한국정책과학학회,정책학,연4회,1.58,발행논문 : 연간 34건,총 논문 : 844건,정책;국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000001643&sereSearBean.sereId=000863
한국정책학회보 (The Korea Association for Policy Studies),,한국정책학회,정책학,연4회,1.42,발행논문 : 연간 49건,"총 논문 : 1,227건",정책;국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000832&sereSearBean.sereId=000110
환경정책 (Journal of Environmental Policy and Administration),KCI 등재,한국환경정책학회,정책학,연4회,1.06,발행논문 : 연간 29건,총 논문 : 676건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000001260&sereSearBean.sereId=001481
환경정책연구 (Journal of Environmental Policy),,한국환경연구원,정책학,연4회,0,발행논문 : 연간 21건,총 논문 : 229건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002622&sereSearBean.sereId=001796
Crisisonomy (Crisisonomy),KCI 등재,(사)위기관리이론과실천,정책학일반,연12회,0.54,발행논문 : 연간 106건,"총 논문 : 2,325건",정책;위기,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000007795&sereSearBean.sereId=SER000001473
Journal of Safety and Crisis Management,KCI 등재,(사)위기관리이론과실천,정책학일반,연12회,0.07,발행논문 : 연간 51건,총 논문 : 409건,정책;위기,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000007795&sereSearBean.sereId=SER000004496
글로컬정책연구,,한림대학교 글로벌사회공헌연구소,정책학일반,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000011888&sereSearBean.sereId=SER000005656
위기관리연구논총 (Contingencies and Crisis and Management Review),,충북대학교 국가위기관리연구소,정책학일반,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,정책;위기,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000006204&sereSearBean.sereId=SER000005139
정책과학연구 (Journal of Policy Sciences),,단국대학교 정책과학연구소,정책학일반,연1회,0,발행논문 : 연간 0건,총 논문 : 0건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000004389&sereSearBean.sereId=SER000002716
한국위기관리논집 (Korean Review of Crisis and Emergency Management),KCI 등재,(사)위기관리이론과실천,정책학일반,연12회,0.54,발행논문 : 연간 106건,"총 논문 : 2,325건",정책;위기,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000007795&sereSearBean.sereId=SER000001473
공공선택학저널 (Journal of Public Choice),KCI 후보,공공선택학회,정치경제학,연2회,0,발행논문 : 연간 9건,총 논문 : 17건,공공,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000073581&sereSearBean.sereId=SER000006685
한국공공선택학연구 (Korean Journal of Public Choice Economics),,국립경국대학교 한국애덤스미스공공선택학새마을운동교육연구소,정치경제학,연1회,0,발행논문 : 연간 0건,총 논문 : 0건,공공,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000010001&sereSearBean.sereId=SER000003969
비교민주주의연구 (Comparative Democratic Studies),KCI 등재,인제대학교 민주주의와 자치 연구소,정치권력/정치과정,연2회,0.45,발행논문 : 연간 11건,총 논문 : 173건,자치,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000062737&sereSearBean.sereId=SER000010553
한국정당학회보 (Korean Party Studies Review),KCI 등재,한국정당학회,정치권력/정치과정,연4회,1.37,발행논문 : 연간 17건,총 논문 : 346건,국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000547&sereSearBean.sereId=001868
IFANS Review,,외교통상부 외교안보연구원,정치외교학,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,안보,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000007725&sereSearBean.sereId=SER000001501
국가안보와 전략 (National Security and Strategy),KCI 등재,국가안보전략연구원,정치외교학,연4회,1.44,발행논문 : 연간 22건,총 논문 : 413건,안보;전략,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002487&sereSearBean.sereId=SER000010557
국가전략 (National Strategy),KCI 등재,세종연구소,정치외교학,연4회,1.04,발행논문 : 연간 24건,총 논문 : 601건,전략;국가전략,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002573&sereSearBean.sereId=000434
국제문제연구,KCI 등재,국가안보전략연구원,정치외교학,연4회,1.44,발행논문 : 연간 22건,총 논문 : 413건,안보;전략,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002487&sereSearBean.sereId=SER000010557
국제문제연구 (The Studies of International Affairs),KCI 등재,국가안보전략연구원,정치외교학,연4회,1.44,발행논문 : 연간 22건,총 논문 : 413건,안보;전략,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002487&sereSearBean.sereId=SER000010557
북한연구학회보 (NORTH KOREAN STUDIES REVIEW),KCI 등재,북한연구학회,정치외교학,연2회,1.32,발행논문 : 연간 19건,총 논문 : 471건,북한,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000907&sereSearBean.sereId=001326
전략연구 (STRATEGIC STUDIES),KCI 등재,(사) 한국전략문제연구소,정치외교학,연3회,1.24,발행논문 : 연간 20건,총 논문 : 496건,전략,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002636&sereSearBean.sereId=001467
정치·정보연구,KCI 등재,한국정치정보학회,정치외교학,연3회,0.8,발행논문 : 연간 23건,총 논문 : 662건,국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000557&sereSearBean.sereId=001718
정치·정보연구 (THE JOURNAL OF POLITICAL SCIENCE & COMMUNICATION),KCI 등재,한국정치정보학회,정치외교학,연3회,0.8,발행논문 : 연간 23건,총 논문 : 662건,국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000557&sereSearBean.sereId=001718
정치사상연구 (The Korean Review of Political Thought),KCI 등재,한국정치사상학회,정치외교학,연2회,0.58,발행논문 : 연간 13건,총 논문 : 322건,국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000001772&sereSearBean.sereId=001328
통일문제연구 (The Korean Journal of Unification Affairs),KCI 등재,평화문제연구소,정치외교학,연2회,0.84,발행논문 : 연간 17건,총 논문 : 416건,통일,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002628&sereSearBean.sereId=000548
통일정책연구 (Unification Policy Studies),KCI 등재,통일연구원,정치외교학,연2회,2.17,발행논문 : 연간 17건,총 논문 : 576건,정책;통일,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002612&sereSearBean.sereId=001526
한국정치외교사논총 (Journal of Korean Political and Diplomatic History),KCI 등재,한국정치외교사학회,정치외교학,연2회,0.6,발행논문 : 연간 17건,총 논문 : 418건,국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000833&sereSearBean.sereId=001329
한국정치학회보 (Korean Political Science Review),,한국정치학회,정치외교학,연4회,1.63,발행논문 : 연간 46건,"총 논문 : 1,283건",국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000834&sereSearBean.sereId=000383
한국지방자치학회보 (Journal of Local Government Studies),KCI 등재,한국지방자치학회,정치외교학,연4회,2.29,발행논문 : 연간 33건,총 논문 : 821건,자치;지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000838&sereSearBean.sereId=000335
한국지방자치학회보 (Journal of Local Government Studis),KCI 등재,한국지방자치학회,정치외교학,연4회,2.29,발행논문 : 연간 33건,총 논문 : 821건,자치;지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000838&sereSearBean.sereId=000335
정치커뮤니케이션연구 (Journal of Political Communication),KCI 등재,한국정치커뮤니케이션학회,정치커뮤니케이션,연4회,1.62,발행논문 : 연간 21건,총 논문 : 406건,국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002040&sereSearBean.sereId=002092
정치비평,,한국정치연구회,정치학일반,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000001566&sereSearBean.sereId=SER000009786
의정논총 (Journal of Parliamentary Research),KCI 등재,한국의정연구회,정치행정,연2회,0.32,발행논문 : 연간 20건,총 논문 : 333건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000006870&sereSearBean.sereId=SER000001564
지방세논집 (Local Tax Review),KCI 등재,한국지방세학회,조세/세법,연3회,2.13,발행논문 : 연간 13건,총 논문 : 130건,지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000061289&sereSearBean.sereId=SER000004916
CHINA연구,KCI 등재,부산대학교 중국전략연구소,중국,연4회,0.3,발행논문 : 연간 28건,총 논문 : 581건,전략,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002965&sereSearBean.sereId=SER000001567
China Watching,,아주대학교 중국정책연구소,중국,부정기,0,발행논문 : 연간 0건,총 논문 : 0건,정책;국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000041690&sereSearBean.sereId=SER000004371
Journal of China Studies (Journal of China Studies),KCI 등재,부산대학교 중국전략연구소,중국,연4회,0.3,발행논문 : 연간 28건,총 논문 : 581건,전략,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002965&sereSearBean.sereId=SER000001567
중소기업정책연구 (Journal of SME Policy),KCI 등재,중소벤처기업연구원,중소기업경영,연3회,0.54,발행논문 : 연간 13건,총 논문 : 140건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000051238&sereSearBean.sereId=SER000005917
서영대학교 지역발전연구소,,서영대학교 지역발전연구소,지방재정경제/지방재정,연1회,0,발행논문 : 연간 0건,총 논문 : 0건,지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000005516&sereSearBean.sereId=SER000003399
자치행정연구 (Local Administration Reivew),,한양대학교 지방자치연구소,지방정치/지방자치,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,행정;자치;지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000005119&sereSearBean.sereId=SER000005936
한국지방정치학회보 (The Korean Regional Politics Review),KCI 후보,한국지방정치학회,지방정치/지방자치,연2회,1.72,발행논문 : 연간 8건,총 논문 : 93건,자치;지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002515&sereSearBean.sereId=SER000010574
지역정책 (THE KOREAN JOURNAL OF REGIONAL POLICY),,한국지역정책학회,지역경제/정책,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000011347&sereSearBean.sereId=SER000004895
지역과 정치 (Local Society & Politics),KCI 등재,국립부경대학교 지방분권발전연구소,지역정치,연2회,0.28,발행논문 : 연간 12건,총 논문 : 69건,지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000006889&sereSearBean.sereId=SER000005779
Entrepreneurship&ESG 연구 (Entrepreneurship&ESG Research),KCI 등재,단국대학교 글로벌벤처전략연구소,창업/벤처기업,연12회,1.44,발행논문 : 연간 24건,총 논문 : 144건,전략,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000065289&sereSearBean.sereId=SER000006223
미래융합연구논문지 (Journal of Future Convergence Research),KCI 등재,단국대학교 글로벌벤처전략연구소,창업/벤처기업,연12회,1.44,발행논문 : 연간 24건,총 논문 : 144건,전략,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000065289&sereSearBean.sereId=SER000006223
건강한 지구 소통과 정책 (Healthy Earth Communication And policy),,한림대학교 건강과뉴미디어 연구센터,커뮤니케이션학,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000011887&sereSearBean.sereId=SER000006399
정보교육학회논문지 (JOURNAL OF The Korean Association of information Education),KCI 등재,한국정보교육학회,컴퓨터교육학,연6회,3.13,발행논문 : 연간 52건,"총 논문 : 1,570건",국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000001650&sereSearBean.sereId=000854
북한법연구 (STUDIES ON NORTH KOREAN LAW),KCI 등재,통일과북한법학회,통일관계법,연2회,1,발행논문 : 연간 11건,총 논문 : 65건,북한;통일,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000001980&sereSearBean.sereId=SER000010222
통일과 법률 (Unification & Law),KCI 등재,법무부,통일관계법,연4회,1.09,발행논문 : 연간 15건,총 논문 : 170건,통일,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002561&sereSearBean.sereId=SER000003837
통일법연구 (Journal of Unification Law),,헌법이론실무학회,통일관계법,연1회,0,발행논문 : 연간 0건,총 논문 : 0건,통일,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000011594&sereSearBean.sereId=SER000004492
정서·행동장애연구 (JOURNAL OF EMOTIONAL & BEHAVIORAL DISORDERS),KCI 등재,한국정서행동장애학회,특수교육,연4회,2.09,발행논문 : 연간 62건,"총 논문 : 1,539건",국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000830&sereSearBean.sereId=000501
사학정책연구 (The Journal of Private School Policy),,한국사학정책포럼,학술/교육정책,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000066355&sereSearBean.sereId=SER000005536
"청대학술논집 제29집, 제30집(2017년도)",,청주대학교 학술연구소,학술/교육정책,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000004001&sereSearBean.sereId=SER000005271
"청대학술논집 제31집, 제32집(2018년도)",,청주대학교 학술연구소,학술/교육정책,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,정책,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000004001&sereSearBean.sereId=SER000005509
민족사상 (KOREA ASSOCIATION OF NATIONAL THOUGHT),,한국민족사상학회,한국정치사상,연3회,0,발행논문 : 연간 18건,총 논문 : 272건,국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002440&sereSearBean.sereId=SER000010545
한국정치연구,KCI 등재,서울대학교 한국정치연구소,한국정치사회,연3회,1.02,발행논문 : 연간 29건,총 논문 : 572건,국정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000003082&sereSearBean.sereId=001880
Journal of Territorial and Maritime Studies (Journal of Territorial and Maritime Studies),,연세대학교 통일연구원,해양,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,통일,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000010176&sereSearBean.sereId=SER000004822
해양안보 (Journal of Maritime Security),,한국해양전략연구소,해양,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,안보;전략;해양안보,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000067869&sereSearBean.sereId=SER000005589
경찰법학 (The Journal of Police Law),,경찰대학 경찰법센터,행정법,연1회,0,발행논문 : 연간 0건,총 논문 : 0건,행정;경찰,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000073962&sereSearBean.sereId=SER000006348
행정법학 (Korean Journal of Administrative Law),KCI 등재,한국행정법학회,행정법,연2회,1.3,발행논문 : 연간 17건,총 논문 : 101건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000011615&sereSearBean.sereId=SER000005834
행정판례연구 (Studies on Public Administration Cases),KCI 등재,한국행정판례연구회,행정법,연2회,0.7,발행논문 : 연간 20건,총 논문 : 437건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000637&sereSearBean.sereId=001580
한국행정사학지,KCI 등재,한국행정사학회,행정사,연3회,0.73,발행논문 : 연간 18건,총 논문 : 377건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000855&sereSearBean.sereId=002109
한국행정사학지 (Journal of Association for Korean Public Administration History),KCI 등재,한국행정사학회,행정사,연3회,0.73,발행논문 : 연간 18건,총 논문 : 377건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000855&sereSearBean.sereId=002109
한국행정사학회,KCI 등재,한국행정사학회,행정사,연3회,0.73,발행논문 : 연간 18건,총 논문 : 377건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000855&sereSearBean.sereId=002109
한국조직학회보 (Korean Review of Organizational Studies),KCI 등재,한국조직학회,행정조직/관리,연3회,2.43,발행논문 : 연간 16건,총 논문 : 370건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002380&sereSearBean.sereId=002136
Asian Journal of Political Science,,서울대학교 아시아연구소,행정학,연3회,0,발행논문 : 연간 18건,총 논문 : 316건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000008422&sereSearBean.sereId=SER000003816
International Review of Public Administration (International Review of Public Administration),KCI 등재,한국행정학회,행정학,연4회,0.08,발행논문 : 연간 20건,총 논문 : 503건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000856&sereSearBean.sereId=000299
공공리더십연구 (Public Leadership Review),,한국행정연구원,행정학,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,행정;공공,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002615&sereSearBean.sereId=SER000006250
공공행정논총 (KOREAN REVIEW OF PUBLIC ADMINISTRATION AND POLICY),,전남대학교 공공행정연구소,행정학,연1회,0,발행논문 : 연간 0건,총 논문 : 0건,행정;공공,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000007322&sereSearBean.sereId=SER000003369
공기업논총,,(사)한국공기업학회,행정학,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000065768&sereSearBean.sereId=SER000005445
국가위기관리연구 (Korean Journal of National Crisis and Emergency Management),,충북대학교 국가위기관리연구소,행정학,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,행정;위기,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000006204&sereSearBean.sereId=SER000000616
규제연구 (Journal of Regulation Studies),KCI 등재,한국규제학회,행정학,연2회,1.55,발행논문 : 연간 13건,총 논문 : 301건,행정;규제,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000323&sereSearBean.sereId=001058
도시행정학보 (Journal of The Korean Urban Management Association),KCI 등재,한국도시행정학회,행정학,연4회,1.73,발행논문 : 연간 33건,총 논문 : 758건,행정,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000000769&sereSearBean.sereId=001469
정부학연구,KCI 등재,고려대학교 정부학연구소,행정학,연3회,1.06,발행논문 : 연간 24건,총 논문 : 593건,행정;정부,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000004031&sereSearBean.sereId=000703
정부학연구 (Journal of Governmental Studies(JGS)),KCI 등재,고려대학교 정부학연구소,행정학,연3회,1.06,발행논문 : 연간 24건,총 논문 : 593건,행정;정부,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000004031&sereSearBean.sereId=000703
지방자치정보 (Journal for Local Autonomy & Governance),,한양대학교 지방자치연구소,행정학,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,행정;자치;지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000005119&sereSearBean.sereId=SER000014804
지방정부연구 (The Korean Journal of Local Government Studies),KCI 등재,한국지방정부학회,행정학,연4회,2.29,발행논문 : 연간 62건,"총 논문 : 1,539건",행정;정부;지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000001736&sereSearBean.sereId=000508
지방행정연구 (The Korea Local Administration Review),KCI 등재,(재) 한국지방행정연구원,행정학,연4회,1.9,발행논문 : 연간 39건,총 논문 : 965건,행정;지방,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002566&sereSearBean.sereId=001627
한국거버넌스학회보 (The Korean Governance Review),KCI 등재,한국거버넌스학회,행정학,연3회,1.14,발행논문 : 연간 30건,총 논문 : 627건,행정;거버넌스,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000002035&sereSearBean.sereId=001707
한국공공윤리연구논총 (The Korean Journal of Public Service Ethics),,한국공공윤리학회,행정학,연2회,0,발행논문 : 연간 0건,총 논문 : 0건,행정;공공,https://www.kci.go.kr/kciportal/ci/seriesSearch/ciSereInfoView.kci?sereSearBean.insiId=INS000009342&sereSearBean.sereId=SER000003084
